DATE,CAPTION,TYPE,LINK,RETWEET,REPLIES,LIKES,QUOTES
2022-07-07,"????Rufiji

Uwekezaji wa TZS bilioni 163 wa kampuni ya Lake Agro Investment Ltd;

Utazalisha tani 100,000.

Utazalisha sukari ya viwanda ambayo huagizwa nje.

Utamaliza upungufu wa Sukari ya majumbani ambao ni tani 40,000.

Utatoa ajira kwa Watanzania 10,000.

 #MamaYukoKazini https://t.co/pL1HKrM3Uv",RT,https://twitter.com/x/status/1545425088853544960,15,0,0,0
2022-07-07,"Mwaka mmoja wa Mhe. Rais Samia Suluhu madarakani, Makambako si ile ya zamani. Sasa huduma za afya zimeboresha na zinapatikana karibu na wananchi na wanafunzi wanasomea katika mazingira bora zaidi. #MamaYukoKazini https://t.co/2XhVzqX7BI",RT,https://twitter.com/x/status/1545425056565805058,24,0,0,0
2022-07-07,"Uuzaji wa nyama nje ya nchi umeongeza kwa 43% kulinganisha na mwaka 2021. Kwani imefikia tan 10,000 ndani ya miezi 6, kutoka tan 7000 kwa mzima 2021
#MamaYukoKazini #SisiTumekubali https://t.co/FqK1lS5qNR",POST,https://twitter.com/x/status/1545424561486929921,7,0,19,1
2022-07-07,"Bei ya mafuta nchini imeanza kushuka kutoka 8,000-9,000/Lita iliokua inauzwa karibuni. Baadhi ya maeneo bei kwa sasa ni 5,000-6,000/Lita

#MamaYukoKazini kwenye bajeti ya 2022/23 serikali inakusudia kuleta unafuu zaidi kwa kuondoa tozo kwenye mafuta ya kupikia #SisiTumekubali https://t.co/G8HepHs3F3",RT,https://twitter.com/x/status/1545373390814564354,7,0,0,0
2022-07-07,"Tanzania Inasonga Mbele ???????? 

#SisiTumekubali #MamaYukoKazini #TanzaniaSalamaNaSamia https://t.co/CsSpjtH5ml",RT,https://twitter.com/x/status/1545301569935233025,11,0,0,0
2022-07-07,@__abdulazack @Hakingowi @hancymachemba @Hb_cbe_2020 @DartonIrene @RashdaZunde @RahmaChuwa @MelaninAliyah1 @kigogo2014 @Ngaso6 @Getrude_mollel #mamayukokazini kazi iendelee,REPLY,https://twitter.com/x/status/1545301561512951809,0,1,3,0
2022-07-07,Baadhi ya viongozi serikali inayoongozwa na Rais Samia Suluhu Hassan wamewaaga wakazi wa kaya 36 zinazohama kwa hiari kutoka Hifadhi ya Ngorongoro kwenda Kijiji cha Msomera kilichopo Wilaya ya Handeni mkoani Tanga.  #mamayukokazini #sisitumekubali https://t.co/MwvuJJkPNy,RT,https://twitter.com/x/status/1545291593879621632,10,0,0,0
2022-07-07,"Serikali imesema inaandaa mpango wa kuanzisha vituo vya kufundisha lugha ya Kiswahili kwa wageni, ambavyo walimu wake watakuwa vijana wa Kitanzania. #MamaYukoKazini #sisitumekubali https://t.co/rfGlxN7BGF",POST,https://twitter.com/x/status/1545283226041815041,3,0,20,0
